Timestamp,Channel,Raw,SetupRaw,Diff,Deriv,IsPressed
1783510682.457880,20,2487,2485.23,1.77,1.00,0
1783510682.469526,20,2488,2485.23,2.77,1.00,0
1783510682.481209,20,2488,2485.23,2.77,0.00,0
1783510682.496322,20,2485,2485.23,-0.23,-3.00,0
1783510682.512516,20,2486,2485.23,0.77,1.00,0
1783510682.528572,20,2483,2485.23,-2.23,-3.00,0
1783510682.545923,20,2484,2485.23,-1.23,1.00,0
1783510682.560952,20,2489,2485.23,3.77,5.00,0
1783510682.576462,20,2485,2485.23,-0.23,-4.00,0
1783510682.592387,20,2488,2485.23,2.77,3.00,0
1783510682.609206,20,2486,2485.23,0.77,-2.00,0
1783510682.624708,20,2488,2485.23,2.77,2.00,0
1783510682.640287,20,2490,2485.23,4.77,2.00,0
1783510682.656210,20,2486,2485.23,0.77,-4.00,0
1783510682.672268,20,2485,2485.23,-0.23,-1.00,0
1783510682.689094,20,2491,2485.23,5.77,6.00,0
1783510682.704514,20,2491,2485.23,5.77,0.00,0
1783510682.720970,20,2484,2485.23,-1.23,-7.00,0
1783510682.736434,20,2487,2485.23,1.77,3.00,0
1783510682.752314,20,2487,2485.23,1.77,0.00,0
1783510682.769328,20,2485,2485.23,-0.23,-2.00,0
1783510682.784229,20,2487,2485.23,1.77,2.00,0
1783510682.800308,20,2486,2485.23,0.77,-1.00,0
1783510682.816226,20,2483,2485.23,-2.23,-3.00,0
1783510682.833359,20,2485,2485.23,-0.23,2.00,0
1783510682.851514,20,2492,2485.23,6.77,7.00,0
1783510682.865023,20,2483,2485.23,-2.23,-9.00,0
1783510682.880881,20,2485,2485.23,-0.23,2.00,0
1783510682.896330,20,2485,2485.23,-0.23,0.00,0
1783510682.912832,20,2483,2485.23,-2.23,-2.00,0
1783510682.933537,20,2485,2485.23,-0.23,2.00,0
1783510682.945330,20,2484,2485.23,-1.23,-1.00,0
1783510682.961221,20,2487,2485.23,1.77,3.00,0
1783510682.976153,20,2486,2485.23,0.77,-1.00,0
1783510682.992287,20,2485,2485.23,-0.23,-1.00,0
1783510683.009202,20,2489,2485.23,3.77,4.00,0
1783510683.025422,20,2486,2485.23,0.77,-3.00,0
1783510683.040821,20,2481,2485.23,-4.23,-5.00,0
1783510683.056237,20,2488,2485.23,2.77,7.00,0
1783510683.072490,20,2483,2485.23,-2.23,-5.00,0
1783510683.090863,20,2483,2485.23,-2.23,0.00,0
1783510683.104626,20,2485,2485.23,-0.23,2.00,0
1783510683.120781,20,2489,2485.23,3.77,4.00,0
1783510683.136340,20,2482,2485.23,-3.23,-7.00,0
1783510683.155295,20,2484,2485.23,-1.23,2.00,0
1783510683.168471,20,2485,2485.23,-0.23,1.00,0
1783510683.184489,20,2484,2485.23,-1.23,-1.00,0
1783510683.200655,20,2486,2485.23,0.77,2.00,0
1783510683.216634,20,2482,2485.23,-3.23,-4.00,0
1783510683.235658,20,2486,2485.23,0.77,4.00,0
